"Year","County.ANSI","County","Commodity","Data.Item","Value","County.FIPS"
1981,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3075800,"04027"
1981,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1273800,"04027"
1981,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1802000,"04027"
1980,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1437700,"04013"
1980,13,"MARICOPA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",255000,"04013"
1980,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",7529500,"04013"
1980,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",6881500,"04013"
1980,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",648000,"04013"
1980,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1955700,"04021"
1980,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",9000,"04021"
1980,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",424800,"04021"
1980,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",4859000,"04021"
1980,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",3719000,"04021"
1980,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1140000,"04021"
1980,1,"APACHE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",53000,"04001"
1980,1,"APACHE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",28000,"04001"
1980,5,"COCONINO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",40000,"04005"
1980,5,"COCONINO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",93000,"04005"
1980,5,"COCONINO","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",93000,"04005"
1980,15,"MOHAVE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",56000,"04015"
1980,15,"MOHAVE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",64800,"04015"
1980,15,"MOHAVE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",300500,"04015"
1980,15,"MOHAVE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",60000,"04015"
1980,15,"MOHAVE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",240500,"04015"
1980,17,"NAVAJO","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",18000,"04017"
1980,17,"NAVAJO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",260000,"04017"
1980,17,"NAVAJO","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",28700,"04017"
1980,17,"NAVAJO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",41600,"04017"
1980,17,"NAVAJO","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",41600,"04017"
1980,25,"YAVAPAI","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",50000,"04025"
1980,25,"YAVAPAI","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",14200,"04025"
1980,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",36000,"04025"
1980,25,"YAVAPAI","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",36000,"04025"
1980,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",66600,"04003"
1980,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",3803000,"04003"
1980,3,"COCHISE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",570400,"04003"
1980,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",246300,"04003"
1980,3,"COCHISE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",105000,"04003"
1980,3,"COCHISE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",141300,"04003"
1980,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",170000,"04009"
1980,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",245000,"04009"
1980,9,"GRAHAM","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",270000,"04009"
1980,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",445800,"04009"
1980,9,"GRAHAM","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",100800,"04009"
1980,9,"GRAHAM","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",345000,"04009"
1980,11,"GREENLEE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",40000,"04011"
1980,11,"GREENLEE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",39800,"04011"
1980,11,"GREENLEE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",72000,"04011"
1980,11,"GREENLEE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",72000,"04011"
1980,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",160000,"04019"
1980,19,"PIMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",160200,"04019"
1980,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",263100,"04019"
1980,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",241500,"04019"
1980,19,"PIMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",21600,"04019"
1980,23,"SANTA CRUZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",26000,"04023"
1980,23,"SANTA CRUZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",26000,"04023"
1980,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",486000,"04027"
1980,27,"YUMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",224100,"04027"
1980,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3287200,"04027"
1980,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1292200,"04027"
1980,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1995000,"04027"
1979,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1232000,"04013"
1979,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",41000,"04013"
1979,13,"MARICOPA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",260000,"04013"
1979,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2479000,"04013"
1979,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1679800,"04013"
1979,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",799200,"04013"
1979,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1024000,"04021"
1979,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",16800,"04021"
1979,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",413000,"04021"
1979,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2957900,"04021"
1979,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2053600,"04021"
1979,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",904300,"04021"
1979,1,"APACHE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",60000,"04001"
1979,1,"APACHE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",26000,"04001"
1979,5,"COCONINO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",15500,"04005"
1979,15,"MOHAVE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",73000,"04015"
1979,15,"MOHAVE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",39000,"04015"
1979,15,"MOHAVE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",260000,"04015"
1979,15,"MOHAVE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",50000,"04015"
1979,15,"MOHAVE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",210000,"04015"
1979,17,"NAVAJO","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",18000,"04017"
1979,17,"NAVAJO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",286000,"04017"
1979,17,"NAVAJO","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",19500,"04017"
1979,17,"NAVAJO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",25000,"04017"
1979,17,"NAVAJO","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",25000,"04017"
1979,25,"YAVAPAI","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",180000,"04025"
1979,25,"YAVAPAI","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",12000,"04025"
1979,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",35000,"04025"
1979,25,"YAVAPAI","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",35000,"04025"
1979,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",65000,"04003"
1979,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",3930000,"04003"
1979,3,"COCHISE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",540000,"04003"
1979,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",266000,"04003"
1979,3,"COCHISE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",140000,"04003"
1979,3,"COCHISE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",126000,"04003"
1979,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",135000,"04009"
1979,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",588000,"04009"
1979,9,"GRAHAM","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",206000,"04009"
1979,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",158400,"04009"
1979,9,"GRAHAM","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",66000,"04009"
1979,9,"GRAHAM","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",92400,"04009"
1979,11,"GREENLEE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",42900,"04011"
1979,11,"GREENLEE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",24500,"04011"
1979,11,"GREENLEE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",15000,"04011"
1979,11,"GREENLEE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",15000,"04011"
1979,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",160000,"04019"
1979,19,"PIMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",52000,"04019"
1979,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",185600,"04019"
1979,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",129600,"04019"
1979,19,"PIMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",56000,"04019"
1979,23,"SANTA CRUZ","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",14800,"04023"
1979,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",518000,"04027"
1979,27,"YUMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",183000,"04027"
1979,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3158100,"04027"
1979,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1131000,"04027"
1979,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",2027100,"04027"
1978,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1036000,"04013"
1978,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",27500,"04013"
1978,13,"MARICOPA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",327000,"04013"
1978,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2903900,"04013"
1978,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2272000,"04013"
1978,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",631900,"04013"
1978,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",792000,"04021"
1978,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",6000,"04021"
1978,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",320000,"04021"
1978,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3245400,"04021"
1978,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2691000,"04021"
1978,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",554400,"04021"
1978,1,"APACHE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",54000,"04001"
1978,1,"APACHE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",37500,"04001"
1978,5,"COCONINO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",42000,"04005"
1978,15,"MOHAVE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",6300,"04015"
1978,15,"MOHAVE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",25000,"04015"
1978,15,"MOHAVE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",94000,"04015"
1978,15,"MOHAVE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",94000,"04015"
1978,17,"NAVAJO","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",11800,"04017"
1978,17,"NAVAJO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",208000,"04017"
1978,17,"NAVAJO","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",15500,"04017"
1978,17,"NAVAJO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",25000,"04017"
1978,17,"NAVAJO","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",25000,"04017"
1978,25,"YAVAPAI","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",72000,"04025"
1978,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",22800,"04025"
1978,25,"YAVAPAI","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",22800,"04025"
1978,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",63000,"04003"
1978,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",4773000,"04003"
1978,3,"COCHISE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",640000,"04003"
1978,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",243600,"04003"
1978,3,"COCHISE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",132000,"04003"
1978,3,"COCHISE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",111600,"04003"
1978,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",79200,"04009"
1978,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",450000,"04009"
1978,9,"GRAHAM","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",285000,"04009"
1978,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",129000,"04009"
1978,9,"GRAHAM","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",64000,"04009"
1978,9,"GRAHAM","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",65000,"04009"
1978,11,"GREENLEE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",87500,"04011"
1978,11,"GREENLEE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",24000,"04011"
1978,11,"GREENLEE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",60000,"04011"
1978,11,"GREENLEE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",29500,"04011"
1978,11,"GREENLEE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",30500,"04011"
1978,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",104000,"04019"
1978,19,"PIMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",56000,"04019"
1978,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",235200,"04019"
1978,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",187500,"04019"
1978,19,"PIMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",47700,"04019"
1978,23,"SANTA CRUZ","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",17700,"04023"
1978,23,"SANTA CRUZ","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",30000,"04023"
1978,23,"SANTA CRUZ","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",6000,"04023"
1978,23,"SANTA CRUZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",5100,"04023"
1978,23,"SANTA CRUZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",5100,"04023"
1978,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",375000,"04027"
1978,27,"YUMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",214000,"04027"
1978,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2696000,"04027"
1978,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",994000,"04027"
1978,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1702000,"04027"
1977,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",2010000,"04013"
1977,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",9000,"04013"
1977,13,"MARICOPA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",446000,"04013"
1977,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3204000,"04013"
1977,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2016000,"04013"
1977,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1188000,"04013"
1977,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1520000,"04021"
1977,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",3500,"04021"
1977,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",317500,"04021"
1977,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3535000,"04021"
1977,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2870000,"04021"
1977,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",665000,"04021"
1977,1,"APACHE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",42000,"04001"
1977,1,"APACHE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",19500,"04001"
1977,5,"COCONINO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",3000,"04005"
1977,15,"MOHAVE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",2500,"04015"
1977,15,"MOHAVE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",4500,"04015"
1977,15,"MOHAVE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",27600,"04015"
1977,15,"MOHAVE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",27600,"04015"
1977,17,"NAVAJO","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",12000,"04017"
1977,17,"NAVAJO","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",112500,"04017"
1977,17,"NAVAJO","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",18000,"04017"
1977,17,"NAVAJO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",26000,"04017"
1977,17,"NAVAJO","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",26000,"04017"
1977,25,"YAVAPAI","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",20000,"04025"
1977,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",30000,"04025"
1977,25,"YAVAPAI","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",30000,"04025"
1977,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",52000,"04003"
1977,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",4476500,"04003"
1977,3,"COCHISE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",953000,"04003"
1977,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",339200,"04003"
1977,3,"COCHISE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",174200,"04003"
1977,3,"COCHISE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",165000,"04003"
1977,7,"GILA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",6000,"04007"
1977,7,"GILA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",10000,"04007"
1977,7,"GILA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",10000,"04007"
1977,7,"GILA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",6200,"04007"
1977,7,"GILA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",6200,"04007"
1977,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",187000,"04009"
1977,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",216000,"04009"
1977,9,"GRAHAM","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",346000,"04009"
1977,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",165100,"04009"
1977,9,"GRAHAM","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",78000,"04009"
1977,9,"GRAHAM","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",87100,"04009"
1977,11,"GREENLEE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",47500,"04011"
1977,11,"GREENLEE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",16500,"04011"
1977,11,"GREENLEE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",49000,"04011"
1977,11,"GREENLEE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",18000,"04011"
1977,11,"GREENLEE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",31000,"04011"
1977,19,"PIMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",144000,"04019"
1977,19,"PIMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",20000,"04019"
1977,19,"PIMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",77000,"04019"
1977,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",441000,"04019"
1977,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",374000,"04019"
1977,19,"PIMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",67000,"04019"
1977,23,"SANTA CRUZ","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",39000,"04023"
1977,23,"SANTA CRUZ","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",16500,"04023"
1977,23,"SANTA CRUZ","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",6000,"04023"
1977,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",210000,"04027"
1977,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",21000,"04027"
1977,27,"YUMA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",186000,"04027"
1977,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2256900,"04027"
1977,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",583600,"04027"
1977,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1673300,"04027"
1976,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",2108800,"04013"
1976,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",64600,"04013"
1976,13,"MARICOPA","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",6e+05,"04013"
1976,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",9430000,"04013"
1976,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",6894000,"04013"
1976,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",2536000,"04013"
1976,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1162700,"04021"
1976,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",8600,"04021"
1976,21,"PINAL","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",419000,"04021"
1976,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",7593000,"04021"
1976,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",5906000,"04021"
1976,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1687000,"04021"
1976,1,"APACHE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",37500,"04001"
1976,1,"APACHE","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",12400,"04001"
1976,1,"APACHE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",26000,"04001"
